node #1: {'weights': [0.4856931025840505, -3.0831279773996445, 1.766185011936825, 1.9550784150961458, 1.7869827889745673, -0.20475853831547663, 0.7375035800347393, 0.764358319225395, 1.667229022844204, 1.4812863625583335], 'output': 0.8707547927808531, 'delta': -0.002781690642156303}
node #2: {'weights': [-1.4097060237997758, 2.057159116708091, 9.074394871646794, 16.65908469973502, -3.047025347388477, -4.155402624445875, -9.17257106326836, 6.522140500082447, 1.7346735316315902, -0.36843675059264785], 'output': 0.9466266113128973, 'delta': 0.000530995162072148}
node #3: {'weights': [-4.150926795660431, 0.7945190254922747, 10.390598396849247, -4.216894670474034, 1.000965433203872, 4.109734151742077, -0.9628117401569849, -3.625484744820664, 3.87129037098197, -1.4615228264915376], 'output': 0.9994141082730188, 'delta': 0.00010795655219309502}
node #4: {'weights': [-0.49525433626190263, 0.1598537415376627, 1.5063057409090117, 3.224602440991469, -0.13832672371381843, 2.2623207453812193, -1.560087185196392, 0.21037587929161172, 1.9198041714336715, 0.052069754628754], 'output': 0.2785686433010865, 'delta': -0.018105550995480925}
node #5: {'weights': [1.474634008668697, 0.16371598663086287, 1.1359534898344172, -0.019226268879482946, 0.38724164611651146, 1.0307868679963461, 1.159282882730217, 1.1170710065877802, 0.5919550616716689, 0.35867267858487295], 'output': 0.08351725266182196, 'delta': 0.0009145189111505344}
node #6: {'weights': [6.383840663804424, 1.2542388917026788, -0.8791952028531594, -0.2076440220553962, -5.032233506099771, -1.687999791376737, 2.436007176333697, -0.013322276630609428, 5.148848100284597, 2.1406041017441284], 'output': 0.028850014575324257, 'delta': 0.0030347100598975205}
node #7: {'weights': [1.2634619342639026, 7.404840353890283, 0.44604360894083583, -3.011295587911815, 1.750724650626037, 1.8504359779610968, -3.482272610119044, -0.13602786810294606, -1.5270410085408526, 1.7245339325749347], 'output': 0.5555667905002962, 'delta': 0.037035132277514766}
node #8: {'weights': [6.6665138137797895, 5.670231048711197, 2.1039969777086776, -10.297344296703137, -1.057615507612617, -4.158295192750246, 4.136710762730969, -2.8255675747637135, 4.758440568440942, 2.545439053630973], 'output': 0.9595513196859178, 'delta': -0.0017918757229087741}
layer 1: [{'weights': [3.9594979729764495, -0.7160706353268844, -4.125496529506621, 9.080080476274553, -1.0309302423982618, 0.9543047146232236, 1.1162510127219938, 2.024179043347018, 1.4824798372450514, -3.6666812737234147], 'output': 0.9633144326794806, 'delta': 0.02276781783046663}, {'weights': [0.9842558058683155, 0.26583669148950784, -0.6517643307667225, 6.2454320383211215, -0.004114470102910408, 0.5060745817010905, -1.6500058932094144, -1.8024598394131615, 5.886954075629845, -5.959318758449535], 'output': 0.9897175992615155, 'delta': -0.004345559843441841}, {'weights': [-0.12929959021809134, -1.303258462133932, 2.694621017297165, -3.3718635481759027, -2.667189611061608, -0.2119576989003352, 1.7207986454978508, 4.786204127386095, -3.8397724752293922, -2.833474637553502], 'output': 0.0014635444491255356, 'delta': -0.00032489723478315254}, {'weights': [-1.3210626090306743, 0.6415892129310905, -0.7679224047646046, -1.94503807424404, 3.3622913549758935, 0.010075718325073509, -1.438728372618128, -4.823728901006921, 0.2323251127393139, 2.0435631576709605], 'output': 0.1684324751901216, 'delta': -0.02309134433111879}, {'weights': [2.0553317818205667, 3.212409785480907, 1.8042139750562154, 0.7765074700054924, 1.0726840615105964, 0.9915480880604978, 3.588556165500539, -0.8520891028827273, -1.533631789453437, -1.497512180938615], 'output': 0.9145327443694528, 'delta': -0.003333768763447068}, {'weights': [-0.12591573880780593, 0.39360521447867286, -4.531055635289016, 1.8577297811005757, -0.0784886260606169, 0.8141662198647378, -1.5017282757770265, -0.728126210672389, 2.5181678346467526, -3.1073611403536496], 'output': 0.040390361054644976, 'delta': -0.0068473770257362855}, {'weights': [0.050695939523044055, -0.8648837700278874, 2.3484441403209395, -1.817222365258448, -1.3166142804619503, 0.3674854155029892, 0.21377825597533995, 1.9279365410969034, -1.5519070214557817, -1.099571891819338], 'output': 0.10146799435043989, 'delta': -0.004716731003341358}, {'weights': [0.36253488790883664, 2.3165108921182926, 9.14387353842445, -4.3296732718505755, 1.1417729508551007, 0.39005525039816635, 5.857309277664948, -1.929237132133818, -5.607082274692397, 3.2483299317104564], 'output': 0.9746533554637498, 'delta': 0.007629694961859711}, {'weights': [0.7230016337760656, -0.7115632816662704, 1.6754645713648428, -0.8857612574685725, -1.6298756372543226, 0.28064261358207127, 1.1182126227481248, 2.6490013487820234, -2.116609739246519, -1.7261790473815608], 'output': 0.06968126878401738, 'delta': 0.0009685094926410772}]
node #0: {'weights': [3.9594979729764495, -0.7160706353268844, -4.125496529506621, 9.080080476274553, -1.0309302423982618, 0.9543047146232236, 1.1162510127219938, 2.024179043347018, 1.4824798372450514, -3.6666812737234147], 'output': 0.9633144326794806, 'delta': 0.02276781783046663}
node #1: {'weights': [0.9842558058683155, 0.26583669148950784, -0.6517643307667225, 6.2454320383211215, -0.004114470102910408, 0.5060745817010905, -1.6500058932094144, -1.8024598394131615, 5.886954075629845, -5.959318758449535], 'output': 0.9897175992615155, 'delta': -0.004345559843441841}
node #2: {'weights': [-0.12929959021809134, -1.303258462133932, 2.694621017297165, -3.3718635481759027, -2.667189611061608, -0.2119576989003352, 1.7207986454978508, 4.786204127386095, -3.8397724752293922, -2.833474637553502], 'output': 0.0014635444491255356, 'delta': -0.00032489723478315254}
node #3: {'weights': [-1.3210626090306743, 0.6415892129310905, -0.7679224047646046, -1.94503807424404, 3.3622913549758935, 0.010075718325073509, -1.438728372618128, -4.823728901006921, 0.2323251127393139, 2.0435631576709605], 'output': 0.1684324751901216, 'delta': -0.02309134433111879}
node #4: {'weights': [2.0553317818205667, 3.212409785480907, 1.8042139750562154, 0.7765074700054924, 1.0726840615105964, 0.9915480880604978, 3.588556165500539, -0.8520891028827273, -1.533631789453437, -1.497512180938615], 'output': 0.9145327443694528, 'delta': -0.003333768763447068}
node #5: {'weights': [-0.12591573880780593, 0.39360521447867286, -4.531055635289016, 1.8577297811005757, -0.0784886260606169, 0.8141662198647378, -1.5017282757770265, -0.728126210672389, 2.5181678346467526, -3.1073611403536496], 'output': 0.040390361054644976, 'delta': -0.0068473770257362855}
node #6: {'weights': [0.050695939523044055, -0.8648837700278874, 2.3484441403209395, -1.817222365258448, -1.3166142804619503, 0.3674854155029892, 0.21377825597533995, 1.9279365410969034, -1.5519070214557817, -1.099571891819338], 'output': 0.10146799435043989, 'delta': -0.004716731003341358}
node #7: {'weights': [0.36253488790883664, 2.3165108921182926, 9.14387353842445, -4.3296732718505755, 1.1417729508551007, 0.39005525039816635, 5.857309277664948, -1.929237132133818, -5.607082274692397, 3.2483299317104564], 'output': 0.9746533554637498, 'delta': 0.007629694961859711}
node #8: {'weights': [0.7230016337760656, -0.7115632816662704, 1.6754645713648428, -0.8857612574685725, -1.6298756372543226, 0.28064261358207127, 1.1182126227481248, 2.6490013487820234, -2.116609739246519, -1.7261790473815608], 'output': 0.06968126878401738, 'delta': 0.0009685094926410772}
output layer: [{'weights': [2.444369434776155, 2.2544736787400868, -2.8837067015666267, -0.8645039919716175, 1.9762158738519549, -0.5561558748329355, -3.051753787501749, -5.167993383929925, -1.236737420205469, -3.396718603340446], 'output': 0.06926962803056418, 'delta': -0.004465906201980515}, {'weights': [8.385489355930726, -5.030384121339785, -3.1410998661360914, -2.413439207063296, -0.4717423506299467, -2.5694390114089893, -1.0690485941153294, 3.5555708920413194, -0.027226877036516186, -4.6950883613998675], 'output': 0.6514339987616758, 'delta': 0.07914809554292722}, {'weights': [0.5089235417884613, 1.4615888992611772, -1.2545401172566375, -2.1349053103615447, -0.6018334482201217, -2.2761956861932457, -1.8300810579300582, -0.6978855420756159, -1.1026704374719838, -2.1104969991582214], 'output': 0.10960106695482728, 'delta': -0.010695822691965933}, {'weights': [-5.706310455683774, -3.7430690800141053, -4.321689660363097, 4.866008750626294, -0.5793748494762769, -1.1632150839001547, -1.531286796349678, 1.8282476670689845, -3.31999297866601, 0.036939005569717735], 'output': 0.0005348473893264088, 'delta': -2.859087304998683e-07}, {'weights': [0.13872259109254464, -5.0154648177049, -2.0298340910417796, -1.0357559957460762, -5.076481185091325, -0.5182341142859913, -0.014932827060248255, -2.3172474211874574, -0.8526944944307898, 2.893989427374268], 'output': 0.00011202443484618442, 'delta': -1.254806815487426e-08}, {'weights': [-5.809386277728929, -3.3157757473803047, 5.803917102839685, -4.303639170287763, -0.4106962324873359, -1.939101746657086, 2.2148537372246526, 0.06867690731105752, 1.7304143035246011, -2.5788650025022766], 'output': 4.9562493238666786e-06, 'delta': -2.4564285613001537e-11}]
node #0: {'weights': [2.444369434776155, 2.2544736787400868, -2.8837067015666267, -0.8645039919716175, 1.9762158738519549, -0.5561558748329355, -3.051753787501749, -5.167993383929925, -1.236737420205469, -3.396718603340446], 'output': 0.06926962803056418, 'delta': -0.004465906201980515}
node #1: {'weights': [8.385489355930726, -5.030384121339785, -3.1410998661360914, -2.413439207063296, -0.4717423506299467, -2.5694390114089893, -1.0690485941153294, 3.5555708920413194, -0.027226877036516186, -4.6950883613998675], 'output': 0.6514339987616758, 'delta': 0.07914809554292722}
node #2: {'weights': [0.5089235417884613, 1.4615888992611772, -1.2545401172566375, -2.1349053103615447, -0.6018334482201217, -2.2761956861932457, -1.8300810579300582, -0.6978855420756159, -1.1026704374719838, -2.1104969991582214], 'output': 0.10960106695482728, 'delta': -0.010695822691965933}
node #3: {'weights': [-5.706310455683774, -3.7430690800141053, -4.321689660363097, 4.866008750626294, -0.5793748494762769, -1.1632150839001547, -1.531286796349678, 1.8282476670689845, -3.31999297866601, 0.036939005569717735], 'output': 0.0005348473893264088, 'delta': -2.859087304998683e-07}
node #4: {'weights': [0.13872259109254464, -5.0154648177049, -2.0298340910417796, -1.0357559957460762, -5.076481185091325, -0.5182341142859913, -0.014932827060248255, -2.3172474211874574, -0.8526944944307898, 2.893989427374268], 'output': 0.00011202443484618442, 'delta': -1.254806815487426e-08}
node #5: {'weights': [-5.809386277728929, -3.3157757473803047, 5.803917102839685, -4.303639170287763, -0.4106962324873359, -1.939101746657086, 2.2148537372246526, 0.06867690731105752, 1.7304143035246011, -2.5788650025022766], 'output': 4.9562493238666786e-06, 'delta': -2.4564285613001537e-11}
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 1.0; actual: 3.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 5.0
predicted: 7.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
l_rate: 0.1; n_epoch: 500, n_hidden: [5, 5]
epoch: 0, lrate: 0.100, error: 472.27982868
epoch: 100, lrate: 0.100, error: 199.49739573
epoch: 200, lrate: 0.100, error: 178.86970512
epoch: 300, lrate: 0.100, error: 159.49913722
epoch: 400, lrate: 0.100, error: 146.23833323
epoch: 500, lrate: 0.100, error: 135.65464633
the trained network:
there are a total of 2 hidden layers
there are 9 inputs
there are 5 nodes in the 1st hidden layer
there are 5 nodes in the 2nd hidden layer
there are 6 nodes in the output layer
layer 0: [{'weights': [0.9040317624418884, 4.3907642676537595, 1.6828237031791993, 2.56376069154349, -2.2077432116396225, -1.0997045345476926, -1.5428292718011747, 0.9469683545902013, 2.8388509121829224, 0.13814462940473551], 'output': 0.20575539845595855, 'delta': 0.032416171402842815}, {'weights': [0.11627923431140966, 0.9799500558246955, 1.4617274503405304, -1.1253023017570702, -2.233749560909334, -0.44296511900692903, -0.34418692633466336, 0.7598982224476728, 1.3696531897963262, 1.598317340065186], 'output': 0.8160813959411536, 'delta': 0.0029274516061875873}, {'weights': [0.9703945295234636, 4.184327077312953, 0.31854153968387894, 1.2244187119642251, 0.15980942536391096, -1.0385646253823304, 0.23023430053821053, 1.5887100401134209, -1.4734806762712862, -0.20896142510320298], 'output': 0.059815624192028405, 'delta': -0.007158511835088711}, {'weights': [-0.27855336292457816, 0.7586926462643727, -1.72704294189921, 1.0354224035256712, 3.83479485894094, 1.4041246167331327, -0.629591500787616, 1.6656394736110933, 0.35311630346646333, -0.36902954452567477], 'output': 0.024319707453641, 'delta': -0.002611669363338245}, {'weights': [1.1483164016128153, 1.6918034884876452, 4.435102238595977, -8.853893144536737, 3.2892338651323962, 2.1219446758696803, 2.1580087309088483, -0.11142338229516725, 1.1827530981191143, -0.23913085280694357], 'output': 0.5588221448314029, 'delta': -0.1469641747385732}]
node #0: {'weights': [0.9040317624418884, 4.3907642676537595, 1.6828237031791993, 2.56376069154349, -2.2077432116396225, -1.0997045345476926, -1.5428292718011747, 0.9469683545902013, 2.8388509121829224, 0.13814462940473551], 'output': 0.20575539845595855, 'delta': 0.032416171402842815}
node #1: {'weights': [0.11627923431140966, 0.9799500558246955, 1.4617274503405304, -1.1253023017570702, -2.233749560909334, -0.44296511900692903, -0.34418692633466336, 0.7598982224476728, 1.3696531897963262, 1.598317340065186], 'output': 0.8160813959411536, 'delta': 0.0029274516061875873}
node #2: {'weights': [0.9703945295234636, 4.184327077312953, 0.31854153968387894, 1.2244187119642251, 0.15980942536391096, -1.0385646253823304, 0.23023430053821053, 1.5887100401134209, -1.4734806762712862, -0.20896142510320298], 'output': 0.059815624192028405, 'delta': -0.007158511835088711}
node #3: {'weights': [-0.27855336292457816, 0.7586926462643727, -1.72704294189921, 1.0354224035256712, 3.83479485894094, 1.4041246167331327, -0.629591500787616, 1.6656394736110933, 0.35311630346646333, -0.36902954452567477], 'output': 0.024319707453641, 'delta': -0.002611669363338245}
node #4: {'weights': [1.1483164016128153, 1.6918034884876452, 4.435102238595977, -8.853893144536737, 3.2892338651323962, 2.1219446758696803, 2.1580087309088483, -0.11142338229516725, 1.1827530981191143, -0.23913085280694357], 'output': 0.5588221448314029, 'delta': -0.1469641747385732}
layer 1: [{'weights': [1.2779576433910653, 0.6518224531606124, 3.385963551000591, 2.631341166236167, 5.082140901034494, -2.9257324153946067], 'output': 0.7283709780322822, 'delta': -0.05274146011350188}, {'weights': [-3.954500155339615, 3.553822210110439, -0.4870293315962811, -3.0544802004982485, 5.616864886536156, -1.1624119442563974], 'output': 0.9812706579842877, 'delta': 0.0039115926695158995}, {'weights': [4.3293859170621944, 0.5098762340646312, 1.508617927440189, 1.2440415464029846, -4.828672355032559, 2.432629563925107], 'output': 0.7591386407740727, 'delta': 0.06759403830282919}, {'weights': [0.27227831776859157, -0.08327874696602006, 2.3726533783672368, 1.772158580165455, 1.561195417095207, -1.643369731231985], 'output': 0.35576307957905984, 'delta': -0.02003676883327835}, {'weights': [1.510485713962535, -1.1686885997303464, 0.3105376255500143, 2.0593310702558973, -2.103053087620741, -0.16746575741666292], 'output': 0.1282838142964706, 'delta': -0.0038360304268773844}]
node #0: {'weights': [1.2779576433910653, 0.6518224531606124, 3.385963551000591, 2.631341166236167, 5.082140901034494, -2.9257324153946067], 'output': 0.7283709780322822, 'delta': -0.05274146011350188}
node #1: {'weights': [-3.954500155339615, 3.553822210110439, -0.4870293315962811, -3.0544802004982485, 5.616864886536156, -1.1624119442563974], 'output': 0.9812706579842877, 'delta': 0.0039115926695158995}
