options: {'rename_cols': {1: 'vendor', 2: 'model', 3: 'MYCT', 4: 'MMIN', 5: 'MMAX', 6: 'CACH', 7: 'CHMIN', 8: 'CHMAX', 9: 'PRP'}, 'result_col': 10, 'drop_columns': ['model', 'PRP']}
        vendor  MYCT   MMIN   MMAX  CACH  CHMIN  CHMAX  result
better split found on 2 at 192 with mse=0.16666666666666666
better split found on 2 at 512 with mse=0.16666666666666666
better split found on 3 at 768 with mse=0.16666666666666666
better split found on 4 at 0 with mse=0.16666666666666666
better split found on 5 at 0 with mse=0.16666666666666666
better split found on 5 at 1 with mse=0.16666666666666666
better split found on 6 at 0 with mse=0.16666666666666666
better split found on 6 at 2 with mse=0.16666666666666666
better split found on 0 at ibm with mse=0.25
better split found on 1 at 900 with mse=0.0
better split found on 2 at 512 with mse=0.0
better split found on 5 at 0 with mse=0.0
better split found on 6 at 0 with mse=0.0
better split found on 0 at burroughs with mse=1.357142857142857
better split found on 0 at cdc with mse=1.357142857142857
better split found on 0 at harris with mse=1.357142857142857
better split found on 1 at 50 with mse=1.357142857142857
better split found on 1 at 300 with mse=1.295238095238095
better split found on 1 at 320 with mse=1.0199999999999998
better split found on 4 at 2 with mse=0.8599999999999998
better split found on 0 at dg with mse=0.8222222222222222
better split found on 0 at harris with mse=0.19999999999999998
better split found on 3 at 2000 with mse=0.19999999999999998
better split found on 5 at 3 with mse=0.19999999999999998
better split found on 0 at dg with mse=0.09722222222222221
better split found on 0 at ncr with mse=0.09722222222222221
better split found on 1 at 84 with mse=0.09722222222222221
better split found on 0 at dg with mse=0.0
better split found on 0 at burroughs with mse=0.4
better split found on 0 at c.r.d with mse=0.23333333333333334
better split found on 1 at 167 with mse=0.13333333333333333
better split found on 0 at c.r.d with mse=0.16666666666666666
better split found on 0 at siemens with mse=0.16666666666666666
better split found on 1 at 240 with mse=0.16666666666666666
better split found on 2 at 256 with mse=0.16666666666666666
better split found on 3 at 2000 with mse=0.16666666666666666
better split found on 4 at 4 with mse=0.16666666666666666
better split found on 6 at 3 with mse=0.16666666666666666
better split found on 0 at c.r.d with mse=0.25
better split found on 1 at 320 with mse=0.25
better split found on 2 at 256 with mse=0.0
better split found on 3 at 2000 with mse=0.0
better split found on 0 at apollo with mse=6.993548387096775
better split found on 0 at hp with mse=6.732258064516128
better split found on 0 at microdata with mse=6.732258064516127
better split found on 0 at sperry with mse=6.404894327030034
better split found on 1 at 140 with mse=5.285777126099706
better split found on 1 at 143 with mse=5.1782682512733444
better split found on 1 at 150 with mse=4.155086848635236
better split found on 0 at burroughs with mse=3.4358974358974357
better split found on 0 at cdc with mse=3.4358974358974357
better split found on 0 at honeywell with mse=3.3846153846153846
better split found on 0 at hp with mse=2.923076923076923
better split found on 0 at microdata with mse=2.923076923076923
better split found on 0 at ncr with mse=2.0705128205128203
better split found on 6 at 8 with mse=2.023076923076923
better split found on 0 at cambex with mse=1.8571428571428572
better split found on 0 at dg with mse=1.8571428571428572
better split found on 0 at ipl with mse=1.8571428571428572
better split found on 0 at ncr with mse=0.4285714285714286
better split found on 0 at cambex with mse=0.4761904761904761
better split found on 0 at cdc with mse=0.40476190476190466
better split found on 0 at honeywell with mse=0.40476190476190466
better split found on 0 at nas with mse=0.40476190476190466
better split found on 0 at siemens with mse=0.21428571428571427
better split found on 0 at cambex with mse=0.2
better split found on 0 at cdc with mse=0.2
better split found on 0 at dg with mse=0.2
better split found on 0 at honeywell with mse=0.2
better split found on 0 at ipl with mse=0.2
better split found on 0 at nas with mse=0.2
better split found on 1 at 110 with mse=0.125
better split found on 0 at cambex with mse=0.16666666666666669
better split found on 0 at cdc with mse=0.0
better split found on 0 at burroughs with mse=0.2
better split found on 3 at 4000 with mse=0.2
better split found on 0 at honeywell with mse=0.0
better split found on 5 at 1 with mse=0.0
better split found on 0 at apollo with mse=4.215686274509805
better split found on 0 at ibm with mse=3.933333333333333
better split found on 0 at sperry with mse=3.802083333333333
better split found on 2 at 512 with mse=3.1944444444444438
better split found on 4 at 4 with mse=2.1333333333333337
better split found on 0 at apollo with mse=2.1952380952380945
better split found on 0 at c.r.d with mse=2.080952380952381
better split found on 0 at dec with mse=2.080952380952381
better split found on 0 at ibm with mse=1.9030303030303026
better split found on 1 at 180 with mse=1.8888888888888893
better split found on 1 at 200 with mse=1.8121212121212118
better split found on 1 at 250 with mse=1.57037037037037
better split found on 3 at 4000 with mse=1.555555555555556
better split found on 0 at apollo with mse=1.727272727272727
better split found on 0 at ibm with mse=0.5
better split found on 2 at 1000 with mse=0.46666666666666673
better split found on 0 at apollo with mse=0.488888888888889
better split found on 0 at ibm with mse=0.2
better split found on 2 at 512 with mse=0.19999999999999998
better split found on 0 at apollo with mse=0.15000000000000002
better split found on 0 at perkin-elmer with mse=0.15000000000000002
better split found on 0 at prime with mse=0.0
better split found on 1 at 160 with mse=0.0
better split found on 0 at honeywell with mse=0.2
better split found on 0 at ibm with mse=0.0
better split found on 4 at 0 with mse=0.0
better split found on 0 at c.r.d with mse=0.16666666666666666
better split found on 0 at dec with mse=0.16666666666666666
better split found on 0 at harris with mse=0.0
better split found on 1 at 300 with mse=0.0
better split found on 3 at 4500 with mse=0.0
better split found on 6 at 5 with mse=0.0
better split found on 0 at honeywell with mse=0.6666666666666666
better split found on 0 at ibm with mse=0.16666666666666666
better split found on 0 at prime with mse=0.16666666666666666
better split found on 1 at 160 with mse=0.16666666666666666
better split found on 2 at 1000 with mse=0.16666666666666666
better split found on 5 at 1 with mse=0.16666666666666666
better split found on 6 at 6 with mse=0.16666666666666666
better split found on 0 at honeywell with mse=0.0
better split found on 0 at prime with mse=0.0
better split found on 1 at 160 with mse=0.0
better split found on 5 at 1 with mse=0.0
better split found on 6 at 14 with mse=0.0
better split found on 0 at burroughs with mse=67.32154882154882
better split found on 0 at c.r.d with mse=60.830158730158736
better split found on 0 at formation with mse=59.395622895622886
better split found on 1 at 25 with mse=54.72222222222222
better split found on 1 at 75 with mse=52.22839506172839
better split found on 2 at 512 with mse=51.78125
better split found on 3 at 8000 with mse=30.133333333333333
better split found on 0 at burroughs with mse=27.891358024691357
better split found on 0 at c.r.d with mse=22.20689655172414
better split found on 0 at hp with mse=21.967816091954024
better split found on 1 at 75 with mse=19.895652173913042
better split found on 1 at 100 with mse=19.286762360446573
better split found on 1 at 110 with mse=18.033182503770742
better split found on 2 at 256 with mse=17.146153846153844
better split found on 2 at 512 with mse=14.156107660455486
better split found on 0 at c.r.d with mse=1.8333333333333333
better split found on 0 at dec with mse=0.4583333333333333
better split found on 0 at dec with mse=1.0
better split found on 1 at 200 with mse=0.0
better split found on 4 at 4 with mse=0.0
better split found on 6 at 5 with mse=0.0
better split found on 0 at formation with mse=0.0
better split found on 0 at ibm with mse=0.0
better split found on 1 at 115 with mse=0.0
better split found on 2 at 256 with mse=0.0
better split found on 3 at 6000 with mse=0.0
better split found on 4 at 0 with mse=0.0
better split found on 6 at 4 with mse=0.0
better split found on 0 at burroughs with mse=15.618115942028988
better split found on 0 at dg with mse=14.53416149068323
better split found on 0 at hp with mse=10.405138339920946
better split found on 0 at burroughs with mse=10.695374800637962
better split found on 0 at dg with mse=9.71590909090909
better split found on 0 at sperry with mse=9.484848484848484
better split found on 1 at 72 with mse=8.96685606060606
better split found on 1 at 115 with mse=7.895104895104897
better split found on 0 at burroughs with mse=8.634615384615385
better split found on 0 at magnuson with mse=8.53076923076923
better split found on 0 at nas with mse=8.346153846153847
better split found on 0 at siemens with mse=8.07051282051282
better split found on 2 at 2000 with mse=7.9020979020979
better split found on 4 at 4 with mse=7.051923076923077
better split found on 0 at burroughs with mse=10.200000000000001
better split found on 0 at magnuson with mse=5.4
better split found on 2 at 1000 with mse=5.4
better split found on 2 at 2000 with mse=2.533333333333333
better split found on 0 at magnuson with mse=0.0
better split found on 1 at 92 with mse=0.0
better split found on 2 at 1000 with mse=0.0
better split found on 5 at 1 with mse=0.0
better split found on 0 at burroughs with mse=0.0
better split found on 0 at ncr with mse=0.0
better split found on 1 at 56 with mse=0.0
better split found on 2 at 3100 with mse=0.0
better split found on 3 at 6200 with mse=0.0
better split found on 5 at 1 with mse=0.0
better split found on 6 at 8 with mse=0.0
better split found on 0 at cdc with mse=3.75
better split found on 0 at ipl with mse=3.604166666666668
better split found on 0 at magnuson with mse=3.4375
better split found on 0 at nas with mse=2.3541666666666665
better split found on 0 at siemens with mse=1.714285714285714
better split found on 3 at 6000 with mse=1.714285714285714
better split found on 6 at 8 with mse=1.714285714285714
better split found on 0 at cdc with mse=1.6190476190476186
better split found on 0 at ipl with mse=1.142857142857143
better split found on 0 at nas with mse=0.9714285714285714
better split found on 1 at 50 with mse=0.42857142857142855
better split found on 4 at 8 with mse=0.42857142857142855
better split found on 0 at magnuson with mse=0.5
better split found on 0 at nas with mse=0.5
better split found on 1 at 72 with mse=0.0
better split found on 5 at 3 with mse=0.0
better split found on 6 at 6 with mse=0.0
better split found on 0 at burroughs with mse=6.4682539682539675
better split found on 0 at dg with mse=6.158730158730159
better split found on 0 at ibm with mse=3.801587301587301
better split found on 1 at 200 with mse=3.801587301587301
better split found on 0 at burroughs with mse=4.242857142857143
better split found on 0 at dec with mse=3.833333333333333
better split found on 0 at dg with mse=2.2857142857142856
better split found on 1 at 180 with mse=2.2857142857142856
better split found on 6 at 2 with mse=2.2857142857142856
better split found on 0 at burroughs with mse=2.5416666666666665
better split found on 0 at dec with mse=2.466666666666667
better split found on 0 at ibm with mse=1.866666666666667
better split found on 0 at sperry with mse=0.8666666666666667
better split found on 1 at 124 with mse=0.8666666666666667
better split found on 0 at burroughs with mse=0.23333333333333334
better split found on 2 at 2000 with mse=0.23333333333333334
better split found on 3 at 6200 with mse=0.23333333333333334
better split found on 5 at 3 with mse=0.23333333333333334
better split found on 6 at 14 with mse=0.23333333333333334
better split found on 0 at dec with mse=0.16666666666666666
better split found on 0 at ibm with mse=0.0
better split found on 1 at 133 with mse=0.0
better split found on 5 at 1 with mse=0.0
better split found on 6 at 6 with mse=0.0
better split found on 0 at burroughs with mse=0.25
better split found on 1 at 143 with mse=0.25
better split found on 2 at 2300 with mse=0.0
better split found on 5 at 5 with mse=0.0
better split found on 6 at 20 with mse=0.0
better split found on 0 at dg with mse=0.0
better split found on 0 at ibm with mse=0.0
better split found on 1 at 220 with mse=0.0
better split found on 2 at 1000 with mse=0.0
better split found on 4 at 0 with mse=0.0
better split found on 6 at 1 with mse=0.0
better split found on 0 at dec with mse=39.0
better split found on 0 at harris with mse=21.166666666666664
better split found on 1 at 70 with mse=3.6666666666666665
better split found on 2 at 1000 with mse=3.6666666666666665
better split found on 0 at dec with mse=4.666666666666666
better split found on 0 at dg with mse=2.0
better split found on 0 at harris with mse=1.0
better split found on 1 at 133 with mse=1.0
better split found on 2 at 768 with mse=1.0
better split found on 4 at 6 with mse=1.0
better split found on 6 at 12 with mse=1.0
better split found on 0 at dec with mse=0.0
better split found on 0 at dg with mse=0.0
better split found on 1 at 110 with mse=0.0
better split found on 4 at 9 with mse=0.0
better split found on 5 at 1 with mse=0.0
better split found on 6 at 2 with mse=0.0
better split found on 0 at harris with mse=1.0
better split found on 1 at 300 with mse=1.0
better split found on 2 at 384 with mse=0.0
better split found on 5 at 1 with mse=0.0
better split found on 0 at ibm with mse=0.0
better split found on 0 at siemens with mse=0.0
better split found on 1 at 25 with mse=0.0
better split found on 2 at 2000 with mse=0.0
better split found on 4 at 8 with mse=0.0
better split found on 5 at 3 with mse=0.0
better split found on 6 at 5 with mse=0.0
better split found on 0 at basf with mse=379.6363636363637
better split found on 0 at burroughs with mse=175.9090909090909
better split found on 2 at 4000 with mse=175.9090909090909
better split found on 3 at 5000 with mse=113.07500000000002
better split found on 4 at 65 with mse=113.07500000000002
better split found on 0 at basf with mse=111.35555555555557
better split found on 0 at cdc with mse=104.98750000000001
better split found on 0 at honeywell with mse=95.75555555555557
better split found on 0 at ncr with mse=80.6875
better split found on 0 at sperry with mse=48.2875
better split found on 1 at 59 with mse=32.28
better split found on 1 at 60 with mse=24.85
better split found on 0 at basf with mse=8.133333333333333
better split found on 1 at 59 with mse=8.133333333333333
better split found on 2 at 2000 with mse=8.133333333333333
better split found on 2 at 2620 with mse=1.888888888888889
better split found on 0 at basf with mse=0.0
better split found on 0 at cdc with mse=0.0
better split found on 1 at 50 with mse=0.0
better split found on 2 at 2000 with mse=0.0
better split found on 3 at 8000 with mse=0.0
better split found on 4 at 30 with mse=0.0
better split found on 5 at 1 with mse=0.0
better split found on 6 at 8 with mse=0.0
better split found on 0 at ncr with mse=0.0
better split found on 0 at siemens with mse=0.0
better split found on 1 at 38 with mse=0.0
better split found on 3 at 8000 with mse=0.0
better split found on 5 at 6 with mse=0.0
better split found on 6 at 12 with mse=0.0
better split found on 0 at honeywell with mse=37.16666666666667
better split found on 0 at nixdorf with mse=7.166666666666666
better split found on 1 at 140 with mse=7.166666666666666
better split found on 4 at 32 with mse=7.166666666666666
better split found on 6 at 5 with mse=7.166666666666666
better split found on 0 at honeywell with mse=6.0
